player,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Stefan Šćepović,Serbia,Getafe,Forward,34.0,1874.0,17.0,6.0,"['Right Back', 'Right Defensive Midfield', 'Center Forward', 'Left Defensive Midfield', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Center Forward', 'Center Forward', 'Right Center Forward', 'Right Wing', 'Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Right Back', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward']",20.822222222222223
Steven N''Kemboanza Mike Christopher Nzonzi,France,Sevilla,Midfielder,28.0,1887.0,6.0,7.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield']","['Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield']",20.966666666666665
Stipe Pletikosa,Croatia,RC Deportivo La Coruña,Goalkeeper,2.0,180.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper']",2.0
Stole Dimitrievski,"Macedonia, Republic of",Granada,0,0.0,0.0,0.0,0.0,[],[],0.0
Sérgio Paulo Barbosa Valente,Portugal,Málaga,Midfielder,27.0,1211.0,16.0,5.0,"['Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing', 'Left Center Back']","['Left Defensive Midfield', 'Left Center Forward', 'Right Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Right Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Right Center Forward', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Left Center Forward', 'Right Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Right Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Center Back']",13.455555555555556
Takashi Inui,Japan,Eibar,"Midfielder, Forward",27.0,1651.0,9.0,12.0,"['Right Defensive Midfield', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Right Wing']","['Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Center Forward', 'Right Wing']",18.344444444444445
Theo Bernard François Hernández,France,Atlético Madrid,0,0.0,0.0,0.0,0.0,[],[],0.0
Thievy Guivane Bifouma Koulossa,Congo (Brazzaville),Granada,Forward,7.0,213.0,7.0,0.0,"['Center Forward', 'Right Back', 'Left Wing', 'Right Wing']","['Right Back', 'Left Wing', 'Left Wing', 'Left Wing', 'Center Forward', 'Right Wing', 'Left Wing', 'Center Forward']",2.3666666666666667
Thomas Teye Partey,Ghana,Atlético Madrid,Midfielder,13.0,472.0,10.0,2.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Forward', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Center Forward', 'Left Wing', 'Right Wing']","['Right Defensive Midfield', 'Right Midfield', 'Right Wing', 'Center Forward', 'Center Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Center Forward', 'Right Center Midfield', 'Right Midfield', 'Left Center Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Center Forward', 'Right Midfield', 'Center Defensive Midfield']",5.2444444444444445
Thomas Vermaelen,Belgium,Barcelona,Defender,10.0,514.0,4.0,3.0,"['Center Defensive Midfield', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Center Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Defensive Midfield', 'Right Center Back']",5.711111111111111
Théo Bongonda Mbul''Ofeko Batombo,"Congo, (Kinshasa)",Celta Vigo,Forward,23.0,1221.0,9.0,10.0,"['Right Back', 'Left Center Midfield', 'Left Midfield', 'Center Forward', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing', 'Left Center Back']","['Center Attacking Midfield', 'Left Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Right Wing', 'Right Center Forward', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Center Back', 'Right Center Midfield', 'Left Wing', 'Left Center Midfield', 'Right Wing', 'Left Wing', 'Right Center Midfield', 'Right Back', 'Left Midfield']",13.566666666666666
Tiago Cardoso Mendes,Portugal,Atlético Madrid,Midfielder,14.0,1059.0,2.0,2.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Center Forward']","['Right Center Forward', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield']",11.766666666666667
Tiago Manuel Dias Correia,Cape Verde,Rayo Vallecano,Forward,34.0,2250.0,7.0,16.0,"['Right Back', 'Left Wing Back', 'Left Midfield', 'Right Wing Back', 'Left Wing', 'Center Attacking Midfield', 'Left Back', 'Right Wing', 'Left Center Back']","['Left Midfield', 'Left Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Wing Back', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Back', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Back', 'Left Wing', 'Right Wing Back', 'Left Wing Back', 'Right Wing', 'Right Back', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Wing Back', 'Left Center Back', 'Left Wing Back', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Wing Back', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Left Wing']",25.0
Timothée Kolodziejczak,France,Sevilla,Defender,29.0,2424.0,3.0,1.0,"['Center Forward', 'Center Back', 'Right Center Back', 'Left Back', 'Left Center Back']","['Left Center Back', 'Left Back', 'Center Forward', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",26.933333333333334
Tomás Pina Isla,Spain,Villarreal,Midfielder,27.0,1658.0,8.0,7.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Center Forward']","['Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Forward', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Defensive Midfield']",18.42222222222222
Toni Kroos,Germany,Real Madrid,Midfielder,32.0,2738.0,0.0,7.0,"['Center Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield']","['Left Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield']",30.42222222222222
Uche Henry Agbo,Nigeria,Granada,Midfielder,6.0,264.0,3.0,2.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Back', 'Center Attacking Midfield']","['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Right Center Back', 'Center Defensive Midfield']",2.933333333333333
Vicente Guaita Panadero,Spain,Getafe,Goalkeeper,38.0,3420.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",38.0
Vicente Iborra De La Fuente,Spain,Sevilla,Midfielder,29.0,1767.0,8.0,13.0,"['Right Defensive Midfield', 'Left Attacking Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Center Forward']","['Right Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield']",19.633333333333333
Vincenzo Renato Rennella,Italy,Real Betis,Forward,6.0,206.0,4.0,2.0,"['Right Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Center Forward']","['Center Attacking Midfield', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Right Center Forward']",2.2888888888888888
Víctor Camarasa Ferrando,Spain,Levante UD,Midfielder,35.0,2247.0,13.0,10.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Wing Back', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing', 'Left Center Back']","['Center Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Right Defensive Midfield', 'Right Center Forward', 'Left Center Back', 'Left Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Center Forward', 'Left Defensive Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Wing Back', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Wing', 'Center Defensive Midfield', 'Right Center Midfield']",24.966666666666665
Víctor Casadesús Castaño,Spain,Levante UD,Forward,23.0,1000.0,15.0,4.0,"['Left Center Midfield', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward']","['Left Center Forward', 'Right Center Midfield', 'Right Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Wing', 'Left Center Midfield', 'Left Wing', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Left Center Forward', 'Right Center Forward', 'Right Center Midfield', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Forward']",11.11111111111111
Víctor Guillermo Álvarez Delgado,Spain,Espanyol,Forward,27.0,1965.0,2.0,13.0,"['Left Wing Back', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Center Back', 'Left Back', 'Right Wing']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing', 'Right Wing', 'Left Back', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Left Back', 'Left Wing', 'Left Wing', 'Left Back', 'Left Back', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing Back', 'Left Back', 'Right Center Back', 'Left Back', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Back', 'Left Back', 'Left Back']",21.833333333333332
Víctor Machín Pérez,Spain,Sevilla,Forward,28.0,2097.0,5.0,5.0,"['Right Back', 'Left Midfield', 'Right Wing Back', 'Right Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Right Center Forward', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Right Wing Back', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Left Midfield', 'Left Wing', 'Right Back', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Midfield']",23.3
Víctor Rodríguez Romero,Spain,Getafe,Midfielder,33.0,2327.0,7.0,14.0,"['Left Center Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Right Center Forward', 'Left Defensive Midfield', 'Right Wing', 'Left Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Left Center Forward', 'Left Midfield', 'Right Midfield']",25.855555555555554
Víctor Ruíz Torre,Spain,Villarreal,Defender,35.0,2996.0,3.0,0.0,"['Right Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",33.28888888888889
Víctor Sánchez Mata,Spain,Espanyol,Midfielder,29.0,2334.0,1.0,11.0,"['Left Center Midfield', 'Left Wing Back', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Right Center Midfield', 'Right Center Midfield', 'Right Wing', 'Left Wing Back', 'Right Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield']",25.933333333333334
Wanderson Maciel Sousa Campos,Brazil,Getafe,Forward,20.0,812.0,14.0,4.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Left Midfield', 'Right Defensive Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Center Midfield', 'Right Midfield', 'Left Midfield', 'Right Center Forward', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Left Midfield', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Defensive Midfield', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Forward']",9.022222222222222
Weligton Róbson Pena de Oliveira,Brazil,Málaga,Defender,30.0,2605.0,0.0,3.0,"['Right Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",28.944444444444443
Wilfried Aimeric Zahibo,Central African Republic,Valencia,Midfielder,2.0,134.0,0.0,2.0,"['Right Defensive Midfield', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Right Defensive Midfield']",1.488888888888889
Willian José da Silva,Brazil,Las Palmas,Forward,30.0,1768.0,11.0,5.0,"['Center Defensive Midfield', 'Left Wing Back', 'Center Forward', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward']","['Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Right Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Defensive Midfield', 'Center Forward', 'Right Center Midfield', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Wing Back', 'Center Forward']",19.644444444444446
Xabier Etxeita Gorritxategi,Spain,Athletic Club,Defender,30.0,2490.0,2.0,2.0,"['Left Wing', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Wing', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back']",27.666666666666668
Xabier Iruretagoiena Aranzamendi,Spain,Eibar,Goalkeeper,4.0,360.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",4.0
Xabier Prieto Argarate,Spain,Real Sociedad,Forward,36.0,2404.0,9.0,9.0,"['Right Back', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Wing']","['Right Wing', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Wing', 'Right Midfield', 'Center Attacking Midfield', 'Right Wing', 'Right Center Midfield', 'Right Center Midfield', 'Left Wing', 'Left Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Right Back', 'Left Wing', 'Right Midfield', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing']",26.711111111111112
