Season,League,Team,Status,Nation,Pos,Global Pos,Age,Matches Played,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Tackles_Att,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Interceptions,Clearances,Errors,Dribblers_Tkl_Succ,Dribblers_Tkl_Att,Dribblers_Tkl_Lost,Blocks_Total,Blocks_Shots,Touches_Number,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Number,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Succ,Receiving_PrgR,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Assists,Key Passes,Passes_to_1/3,Passes_to_Penalt_Area,Crosses_into_Penalty_Area,Progressive Passes,SCA,SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA,GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Goals,Shots,SoT,SoT%,Shots/90,Goals/Shot,Goals/SoT,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,PSxG,PSxG/SoT,PSxG+/-,/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Playing Time_Minutes,Playing Time_Mn/MP,Starts,Mn/Start,Compl,Subs,unSub,PPM,onG,onGA,On-Off
2022-2023,EPL,Brighton,Squad Total,,,,26.3,38.0,418.0,3420.0,38.0,616.0,270.0,242.0,104.0,303.0,432.0,15.0,266.0,560.0,294.0,392.0,104.0,26727.0,2471.0,7844.0,12212.0,6873.0,1102.0,724.0,343.0,279.0,38.5,16331.0,83719.0,43965.0,809.0,547.0,250.0,558.0,324.0,18991.0,1828.0,19210.0,22888.0,83.9,319736.0,106474.0,9346.0,10305.0,90.7,7892.0,8919.0,88.5,1463.0,2462.0,59.4,46.0,480.0,1459.0,391.0,78.0,1849.0,1074.0,28.26,819.0,73.0,80.0,63.0,27.0,12.0,114.0,3.0,83.0,3.0,12.0,9.0,6.0,1.0,68.0,607.0,219.0,36.1,15.97,0.1,0.28,53.0,6.0,0.0,6.0,6.0,42.7,0.27,-4.3,-0.11,94.0,279.0,33.7,1128.0,151.0,20.2,,186.0,27.4,28.8,355.0,27.0,7.6,32.0,0.84,,53.0,1.39,131.0,82.0,64.1,18.0,8.0,12.0,12.0,31.6,8.0,6.0,2.0,0.0,25.0,0.0,427.0,407.0,70.0,694.0,4.0,8.0,6.0,2013.0,444.0,387.0,3420.0,90.0,418.0,83.0,277.0,143.0,199.0,1.63,72.0,53.0,
2022-2023,EPL,Brighton,Opponent Total,,,,26.5,38.0,418.0,3420.0,38.0,603.0,312.0,220.0,71.0,417.0,777.0,24.0,279.0,622.0,343.0,505.0,160.0,19339.0,2866.0,7920.0,7496.0,4111.0,711.0,645.0,294.0,266.0,41.2,10293.0,53237.0,26095.0,527.0,367.0,173.0,513.0,350.0,11532.0,1012.0,11658.0,15116.0,77.1,200962.0,76693.0,5500.0,6255.0,87.9,4775.0,5646.0,84.6,1061.0,2361.0,44.9,34.0,293.0,782.0,236.0,50.0,1026.0,673.0,17.71,483.0,54.0,42.0,38.0,43.0,13.0,82.0,2.16,54.0,4.0,9.0,7.0,7.0,1.0,47.0,380.0,123.0,32.4,10.0,0.11,0.33,72.0,6.0,1.0,3.0,4.0,66.8,0.28,-1.2,-0.03,202.0,663.0,30.5,1167.0,170.0,41.5,35.2,301.0,59.5,43.6,554.0,38.0,6.9,63.0,1.66,14.2,72.0,1.89,225.0,157.0,70.7,12.0,8.0,18.0,5.0,13.2,6.0,6.0,0.0,0.0,0.0,0.0,426.0,409.0,43.0,444.0,6.0,6.0,4.0,1875.0,387.0,444.0,3420.0,90.0,418.0,83.0,268.0,150.0,191.0,1.16,53.0,72.0,
2022-2023,EPL,Aston Villa,Squad Total,,,,27.0,38.0,418.0,3420.0,38.0,633.0,305.0,251.0,77.0,324.0,714.0,13.0,313.0,646.0,333.0,438.0,118.0,21501.0,2783.0,7912.0,9077.0,4706.0,746.0,681.0,292.0,279.0,41.0,12294.0,65583.0,33156.0,637.0,434.0,174.0,565.0,371.0,13587.0,1227.0,13782.0,17396.0,79.2,244084.0,87581.0,6109.0,6945.0,88.0,5981.0,6936.0,86.2,1345.0,2579.0,52.2,35.0,318.0,964.0,268.0,80.0,1242.0,751.0,19.76,565.0,50.0,48.0,38.0,40.0,10.0,84.0,2.21,55.0,2.0,6.0,12.0,6.0,3.0,49.0,427.0,145.0,34.0,11.24,0.11,0.32,46.0,5.0,1.0,9.0,4.0,42.8,0.25,0.8,0.02,214.0,585.0,36.6,1272.0,153.0,36.2,,240.0,51.7,41.4,528.0,65.0,12.3,76.0,2.0,,46.0,1.21,151.0,108.0,72.8,18.0,7.0,13.0,12.0,31.6,6.0,5.0,1.0,0.0,16.7,0.0,417.0,498.0,58.0,561.0,4.0,6.0,4.0,1847.0,442.0,465.0,3420.0,90.0,418.0,83.0,274.0,144.0,193.0,1.61,51.0,46.0,
2022-2023,EPL,Aston Villa,Opponent Total,,,,26.5,38.0,418.0,3420.0,38.0,650.0,305.0,237.0,108.0,332.0,635.0,9.0,279.0,571.0,292.0,413.0,127.0,22020.0,2102.0,7107.0,9894.0,5219.0,870.0,730.0,333.0,313.0,42.9,12332.0,62377.0,31979.0,607.0,425.0,184.0,486.0,320.0,14144.0,1306.0,14277.0,18089.0,78.9,255169.0,89828.0,6523.0,7424.0,87.9,5885.0,6859.0,85.8,1554.0,2778.0,55.9,25.0,321.0,1096.0,282.0,65.0,1323.0,757.0,19.92,530.0,82.0,45.0,52.0,39.0,9.0,74.0,1.95,48.0,7.0,5.0,7.0,5.0,2.0,42.0,424.0,145.0,34.2,11.16,0.09,0.26,51.0,3.0,2.0,6.0,2.0,44.1,0.28,-4.9,-0.13,134.0,355.0,37.7,829.0,173.0,29.6,31.9,225.0,48.9,39.7,439.0,27.0,6.2,41.0,1.08,15.1,51.0,1.34,148.0,99.0,67.6,13.0,7.0,18.0,8.0,21.1,4.0,3.0,0.0,1.0,0.0,3.0,508.0,403.0,116.0,689.0,3.0,4.0,2.0,1962.0,465.0,442.0,3420.0,90.0,418.0,83.0,255.0,161.0,181.0,1.21,46.0,51.0,
2022-2023,EPL,Tottenham,Squad Total,,,,27.6,38.0,418.0,3420.0,38.0,619.0,325.0,215.0,79.0,340.0,762.0,19.0,275.0,574.0,299.0,428.0,148.0,23836.0,2734.0,8571.0,10329.0,5135.0,842.0,663.0,303.0,288.0,43.4,13676.0,71282.0,36837.0,692.0,465.0,189.0,521.0,356.0,15864.0,1436.0,15972.0,19672.0,81.2,277567.0,92697.0,7333.0,8180.0,89.6,6707.0,7682.0,87.3,1499.0,2669.0,56.2,46.0,386.0,1071.0,323.0,104.0,1449.0,910.0,23.95,692.0,60.0,46.0,55.0,38.0,19.0,116.0,3.05,84.0,7.0,7.0,9.0,7.0,2.0,68.0,512.0,186.0,36.3,13.47,0.12,0.34,63.0,3.0,1.0,7.0,1.0,55.1,0.3,-6.9,-0.18,113.0,342.0,33.0,808.0,180.0,30.8,30.2,279.0,33.3,29.7,515.0,25.0,4.9,45.0,1.18,15.2,63.0,1.66,172.0,109.0,65.1,18.0,6.0,14.0,10.0,26.3,4.0,3.0,1.0,0.0,25.0,1.0,424.0,353.0,67.0,719.0,5.0,4.0,1.0,1984.0,549.0,474.0,3420.0,90.0,418.0,85.0,278.0,140.0,202.0,1.58,70.0,63.0,
2022-2023,EPL,Tottenham,Opponent Total,,,,26.7,38.0,418.0,3420.0,38.0,644.0,290.0,244.0,110.0,322.0,717.0,11.0,288.0,591.0,303.0,502.0,150.0,24011.0,2364.0,6699.0,10897.0,6627.0,935.0,659.0,299.0,275.0,41.7,13878.0,69544.0,33624.0,685.0,524.0,212.0,541.0,344.0,15945.0,1497.0,16079.0,19765.0,81.4,276347.0,90930.0,7658.0,8556.0,89.5,6515.0,7425.0,87.7,1511.0,2800.0,54.0,45.0,400.0,1359.0,300.0,77.0,1516.0,905.0,23.82,681.0,71.0,49.0,51.0,37.0,16.0,111.0,2.92,82.0,4.0,9.0,10.0,4.0,2.0,62.0,516.0,168.0,32.6,13.58,0.11,0.35,70.0,5.0,0.0,13.0,2.0,56.5,0.27,-11.5,-0.3,184.0,611.0,30.1,1024.0,169.0,44.4,36.5,221.0,70.6,49.8,530.0,30.0,5.7,60.0,1.58,15.7,70.0,1.84,192.0,123.0,66.1,14.0,6.0,18.0,4.0,10.5,6.0,5.0,1.0,0.0,16.7,1.0,381.0,412.0,47.0,665.0,3.0,6.0,2.0,2050.0,474.0,549.0,3420.0,90.0,418.0,85.0,268.0,149.0,193.0,1.26,63.0,70.0,
2022-2023,EPL,Brentford,Squad Total,,,,26.2,38.0,418.0,3420.0,38.0,587.0,270.0,228.0,89.0,341.0,822.0,12.0,253.0,599.0,346.0,456.0,168.0,19750.0,2632.0,7290.0,7802.0,4835.0,827.0,597.0,264.0,248.0,41.5,10408.0,49009.0,23987.0,392.0,299.0,102.0,520.0,335.0,11203.0,1121.0,11317.0,15551.0,72.8,209961.0,87006.0,5142.0,6116.0,84.1,4475.0,5602.0,79.9,1438.0,2947.0,48.8,36.0,284.0,922.0,279.0,87.0,1131.0,702.0,18.47,475.0,99.0,32.0,45.0,44.0,7.0,98.0,2.58,65.0,8.0,4.0,8.0,11.0,2.0,56.0,400.0,147.0,36.8,10.53,0.12,0.33,46.0,2.0,0.0,9.0,3.0,48.0,0.24,5.0,0.13,347.0,882.0,39.3,1367.0,160.0,50.7,,269.0,70.3,51.8,598.0,52.0,8.7,54.0,1.42,,46.0,1.21,197.0,154.0,77.7,15.0,14.0,9.0,12.0,31.6,2.0,2.0,0.0,0.0,0.0,1.0,354.0,399.0,72.0,661.0,7.0,2.0,3.0,1959.0,665.0,618.0,3420.0,90.0,418.0,82.0,247.0,171.0,171.0,1.55,58.0,46.0,
2022-2023,EPL,Brentford,Opponent Total,,,,26.6,38.0,418.0,3420.0,38.0,583.0,275.0,221.0,87.0,291.0,822.0,11.0,248.0,512.0,264.0,354.0,86.0,24216.0,2369.0,6890.0,10625.0,6903.0,895.0,689.0,346.0,253.0,36.7,13624.0,72302.0,37380.0,741.0,656.0,155.0,547.0,334.0,15840.0,1530.0,15959.0,20073.0,79.5,264065.0,90402.0,7989.0,8970.0,89.1,6154.0,7254.0,84.8,1318.0,2713.0,48.6,30.0,417.0,1368.0,363.0,84.0,1540.0,999.0,26.29,764.0,68.0,54.0,74.0,28.0,11.0,76.0,2.0,51.0,7.0,6.0,9.0,2.0,1.0,43.0,557.0,195.0,35.0,14.66,0.07,0.21,58.0,7.0,2.0,8.0,2.0,54.6,0.31,-1.4,-0.04,157.0,546.0,28.8,928.0,183.0,39.8,35.2,244.0,72.5,50.3,531.0,34.0,6.4,53.0,1.39,15.7,58.0,1.53,155.0,98.0,67.1,9.0,14.0,15.0,9.0,23.7,8.0,7.0,1.0,0.0,12.5,0.0,415.0,338.0,61.0,781.0,1.0,8.0,2.0,1975.0,618.0,665.0,3420.0,90.0,418.0,82.0,284.0,134.0,208.0,1.08,46.0,58.0,
2022-2023,EPL,Fulham,Squad Total,,,,28.2,38.0,418.0,3420.0,38.0,623.0,294.0,228.0,101.0,340.0,749.0,13.0,299.0,578.0,279.0,455.0,125.0,22160.0,2563.0,7461.0,9519.0,5414.0,758.0,592.0,269.0,238.0,40.2,12249.0,68133.0,35319.0,662.0,471.0,124.0,536.0,379.0,13846.0,1316.0,13974.0,18014.0,77.6,255629.0,89303.0,5867.0,6818.0,86.1,6222.0,7333.0,84.8,1551.0,2860.0,54.2,33.0,306.0,1044.0,284.0,97.0,1326.0,751.0,19.76,528.0,78.0,29.0,54.0,47.0,15.0,90.0,2.37,56.0,9.0,5.0,11.0,7.0,2.0,52.0,420.0,137.0,32.6,11.05,0.11,0.34,53.0,7.0,1.0,8.0,2.0,60.1,0.28,9.1,0.24,140.0,438.0,32.0,1199.0,193.0,27.9,,257.0,40.5,37.4,490.0,36.0,7.3,48.0,1.26,,53.0,1.39,196.0,144.0,76.5,15.0,7.0,16.0,9.0,23.7,8.0,7.0,1.0,0.0,12.5,0.0,411.0,405.0,60.0,769.0,8.0,8.0,2.0,1979.0,511.0,550.0,3420.0,90.0,418.0,84.0,265.0,152.0,190.0,1.37,55.0,53.0,
2022-2023,EPL,Fulham,Opponent Total,,,,26.7,38.0,418.0,3420.0,38.0,617.0,280.0,258.0,79.0,340.0,754.0,8.0,238.0,507.0,269.0,447.0,116.0,23238.0,2494.0,7912.0,10257.0,5263.0,887.0,674.0,279.0,299.0,44.4,13029.0,65866.0,32970.0,558.0,353.0,165.0,543.0,324.0,14833.0,1390.0,15001.0,19010.0,78.9,262050.0,93178.0,6992.0,8025.0,87.1,6190.0,7186.0,86.1,1459.0,2750.0,53.1,30.0,361.0,1114.0,331.0,83.0,1406.0,878.0,23.11,639.0,65.0,52.0,64.0,50.0,8.0,87.0,2.29,55.0,3.0,6.0,15.0,8.0,0.0,51.0,497.0,188.0,37.8,13.08,0.09,0.23,55.0,5.0,1.0,10.0,3.0,52.1,0.31,0.1,0.0,139.0,430.0,32.3,1051.0,174.0,30.5,30.8,228.0,47.8,40.0,604.0,39.0,6.5,29.0,0.76,13.4,55.0,1.45,145.0,90.0,65.5,16.0,7.0,15.0,9.0,23.7,9.0,5.0,3.0,1.0,37.5,1.0,419.0,392.0,88.0,608.0,8.0,9.0,3.0,2070.0,550.0,511.0,3420.0,90.0,418.0,84.0,269.0,144.0,196.0,1.45,53.0,55.0,
2022-2023,EPL,Crystal Palace,Squad Total,,,,26.7,38.0,418.0,3420.0,38.0,690.0,354.0,246.0,90.0,359.0,807.0,5.0,281.0,532.0,251.0,463.0,119.0,21713.0,2580.0,7668.0,9275.0,4991.0,766.0,784.0,367.0,314.0,40.1,11687.0,60301.0,30015.0,556.0,393.0,206.0,643.0,457.0,13304.0,1238.0,13395.0,17308.0,77.4,238779.0,88389.0,6005.0,6901.0,87.0,5794.0,6772.0,85.6,1309.0,2751.0,47.6,29.0,316.0,1013.0,239.0,51.0,1243.0,746.0,19.63,497.0,67.0,56.0,49.0,59.0,18.0,67.0,1.76,43.0,6.0,6.0,6.0,4.0,2.0,38.0,423.0,133.0,31.4,11.13,0.09,0.28,49.0,4.0,0.0,8.0,3.0,44.7,0.26,-1.3,-0.03,153.0,446.0,34.3,936.0,189.0,33.4,,267.0,49.8,38.3,539.0,29.0,5.4,40.0,1.05,,49.0,1.29,160.0,114.0,71.9,11.0,12.0,15.0,9.0,23.7,4.0,4.0,0.0,0.0,0.0,2.0,446.0,479.0,58.0,591.0,2.0,4.0,3.0,2093.0,496.0,578.0,3420.0,90.0,418.0,84.0,277.0,138.0,204.0,1.18,40.0,49.0,
2022-2023,EPL,Crystal Palace,Opponent Total,,,,26.6,38.0,418.0,3420.0,38.0,771.0,370.0,299.0,102.0,366.0,659.0,13.0,314.0,681.0,367.0,449.0,136.0,24639.0,2382.0,7900.0,10905.0,6036.0,947.0,622.0,251.0,281.0,45.2,14512.0,74733.0,38926.0,590.0,485.0,139.0,584.0,409.0,16193.0,1581.0,16316.0,20332.0,80.2,280950.0,99352.0,7628.0,8660.0,88.1,6712.0,7780.0,86.3,1522.0,2746.0,55.4,32.0,339.0,1214.0,353.0,84.0,1592.0,796.0,20.95,578.0,85.0,35.0,45.0,44.0,9.0,81.0,2.13,59.0,5.0,6.0,7.0,4.0,0.0,46.0,452.0,156.0,34.5,11.89,0.09,0.27,40.0,1.0,1.0,5.0,2.0,41.2,0.29,3.2,0.08,139.0,373.0,37.3,1043.0,172.0,27.9,29.9,237.0,34.6,33.0,459.0,27.0,5.9,50.0,1.32,15.7,40.0,1.05,135.0,96.0,71.1,15.0,12.0,11.0,16.0,42.1,3.0,1.0,1.0,1.0,50.0,1.0,487.0,429.0,70.0,682.0,3.0,3.0,2.0,2130.0,578.0,496.0,3420.0,90.0,418.0,84.0,267.0,149.0,192.0,1.5,49.0,40.0,
2022-2023,EPL,Chelsea,Squad Total,,,,26.3,38.0,418.0,3420.0,38.0,740.0,363.0,267.0,110.0,341.0,661.0,20.0,333.0,654.0,321.0,466.0,108.0,27166.0,2564.0,8461.0,12056.0,6850.0,958.0,833.0,375.0,352.0,42.3,16537.0,83505.0,43593.0,829.0,622.0,216.0,568.0,381.0,19065.0,1729.0,19147.0,22836.0,83.8,316440.0,104718.0,9510.0,10494.0,90.6,7700.0,8709.0,88.4,1461.0,2499.0,58.5,27.0,376.0,1426.0,370.0,68.0,1737.0,859.0,22.61,667.0,66.0,42.0,42.0,31.0,11.0,68.0,1.79,57.0,3.0,2.0,2.0,4.0,0.0,37.0,481.0,151.0,31.4,12.66,0.07,0.23,47.0,1.0,1.0,8.0,3.0,47.0,0.3,3.0,0.08,95.0,290.0,32.8,1090.0,198.0,18.2,,245.0,37.6,32.3,460.0,24.0,5.2,63.0,1.66,,47.0,1.24,159.0,115.0,71.1,11.0,11.0,16.0,10.0,26.3,1.0,1.0,0.0,0.0,0.0,2.0,397.0,462.0,74.0,693.0,3.0,1.0,3.0,2024.0,493.0,453.0,3420.0,90.0,418.0,81.0,243.0,173.0,169.0,1.16,38.0,47.0,
2022-2023,EPL,Chelsea,Opponent Total,,,,26.6,38.0,418.0,3420.0,38.0,733.0,373.0,260.0,100.0,374.0,792.0,10.0,352.0,727.0,375.0,474.0,145.0,20667.0,2640.0,7410.0,8358.0,5105.0,760.0,744.0,321.0,333.0,44.8,11149.0,58694.0,30130.0,593.0,416.0,167.0,545.0,407.0,12479.0,1188.0,12591.0,16256.0,77.5,219610.0,84778.0,5875.0,6743.0,87.1,5133.0,6094.0,84.2,1242.0,2398.0,51.8,32.0,321.0,967.0,240.0,59.0,1203.0,750.0,19.74,543.0,59.0,46.0,52.0,34.0,16.0,69.0,1.82,45.0,4.0,4.0,10.0,4.0,2.0,44.0,437.0,158.0,36.2,11.5,0.1,0.27,38.0,3.0,1.0,5.0,1.0,43.7,0.27,6.7,0.18,169.0,488.0,34.6,1005.0,180.0,35.4,33.6,274.0,48.2,40.3,549.0,32.0,5.8,36.0,0.95,14.8,38.0,1.0,154.0,116.0,77.3,16.0,11.0,11.0,14.0,36.8,3.0,3.0,0.0,0.0,0.0,1.0,468.0,378.0,50.0,591.0,1.0,3.0,1.0,1956.0,453.0,493.0,3420.0,90.0,418.0,81.0,269.0,148.0,190.0,1.55,47.0,38.0,
2022-2023,EPL,Wolves,Squad Total,,,,26.7,38.0,418.0,3420.0,38.0,661.0,364.0,222.0,75.0,279.0,817.0,18.0,286.0,609.0,323.0,497.0,175.0,22539.0,2921.0,8544.0,9262.0,4960.0,686.0,772.0,375.0,302.0,39.1,12373.0,67215.0,35065.0,610.0,421.0,142.0,516.0,327.0,14452.0,1331.0,14554.0,18294.0,79.6,264071.0,87310.0,6350.0,7195.0,88.3,6306.0,7257.0,86.9,1574.0,2890.0,54.5,12.0,294.0,1110.0,252.0,71.0,1343.0,713.0,18.76,521.0,62.0,30.0,47.0,42.0,11.0,44.0,1.16,32.0,1.0,3.0,6.0,1.0,1.0,28.0,409.0,119.0,29.1,10.76,0.06,0.21,58.0,2.0,0.0,6.0,1.0,52.2,0.28,-4.8,-0.13,130.0,464.0,28.0,992.0,196.0,29.8,,283.0,59.4,45.1,577.0,48.0,8.3,29.0,0.76,,58.0,1.53,174.0,115.0,67.8,11.0,8.0,19.0,11.0,28.9,4.0,2.0,2.0,0.0,50.0,1.0,463.0,389.0,62.0,661.0,1.0,4.0,1.0,2052.0,465.0,542.0,3420.0,90.0,418.0,80.0,248.0,165.0,175.0,1.08,31.0,58.0,
2022-2023,EPL,Wolves,Opponent Total,,,,26.4,38.0,418.0,3420.0,38.0,629.0,281.0,225.0,123.0,317.0,712.0,12.0,302.0,677.0,375.0,424.0,114.0,22413.0,2222.0,6907.0,9715.0,6004.0,1041.0,706.0,323.0,286.0,40.5,12748.0,69224.0,35818.0,702.0,495.0,218.0,570.0,375.0,14439.0,1575.0,14585.0,18284.0,79.8,254508.0,93552.0,6776.0,7682.0,88.2,6056.0,7032.0,86.1,1388.0,2572.0,54.0,44.0,399.0,1205.0,346.0,82.0,1596.0,959.0,25.24,688.0,78.0,50.0,63.0,58.0,22.0,98.0,2.58,71.0,4.0,6.0,6.0,5.0,6.0,57.0,551.0,170.0,30.9,14.5,0.1,0.32,31.0,3.0,0.0,4.0,3.0,28.6,0.21,0.6,0.02,158.0,450.0,35.1,980.0,166.0,34.5,32.9,229.0,48.9,39.3,509.0,30.0,5.9,72.0,1.89,18.6,31.0,0.82,122.0,94.0,77.0,19.0,8.0,11.0,15.0,39.5,3.0,3.0,0.0,0.0,0.0,0.0,413.0,446.0,37.0,735.0,4.0,3.0,3.0,2000.0,542.0,465.0,3420.0,90.0,418.0,80.0,260.0,159.0,183.0,1.71,58.0,31.0,
2022-2023,EPL,West Ham,Squad Total,,,,28.2,38.0,418.0,3420.0,38.0,607.0,289.0,226.0,92.0,408.0,810.0,10.0,269.0,558.0,289.0,415.0,139.0,20411.0,2362.0,6898.0,8702.0,4994.0,756.0,607.0,242.0,266.0,43.8,10539.0,57433.0,28201.0,614.0,413.0,165.0,460.0,355.0,12256.0,1266.0,12369.0,16357.0,75.6,219013.0,84296.0,5883.0,6778.0,86.8,4784.0,5831.0,82.0,1383.0,2753.0,50.2,25.0,340.0,990.0,212.0,80.0,1274.0,817.0,21.5,586.0,81.0,39.0,61.0,35.0,15.0,67.0,1.76,41.0,6.0,5.0,9.0,6.0,0.0,41.0,466.0,133.0,28.5,12.26,0.08,0.26,55.0,4.0,0.0,4.0,1.0,53.2,0.29,-0.8,-0.02,212.0,553.0,38.3,738.0,167.0,53.0,,279.0,58.1,43.5,560.0,31.0,5.5,26.0,0.68,,55.0,1.45,170.0,115.0,70.0,11.0,7.0,20.0,9.0,23.7,6.0,4.0,1.0,1.0,20.0,0.0,362.0,316.0,62.0,768.0,6.0,6.0,1.0,2023.0,620.0,587.0,3420.0,90.0,418.0,84.0,286.0,132.0,204.0,1.05,42.0,55.0,
2022-2023,EPL,West Ham,Opponent Total,,,,26.6,38.0,418.0,3420.0,38.0,621.0,285.0,248.0,88.0,292.0,816.0,12.0,266.0,508.0,242.0,453.0,142.0,27044.0,2677.0,8406.0,12186.0,6688.0,975.0,648.0,289.0,269.0,41.5,16218.0,85059.0,44739.0,805.0,612.0,222.0,568.0,338.0,18736.0,1709.0,18872.0,22778.0,82.9,315939.0,105899.0,9151.0,10095.0,90.6,7698.0,8792.0,87.6,1503.0,2780.0,54.1,42.0,369.0,1408.0,336.0,67.0,1721.0,890.0,23.42,674.0,70.0,47.0,51.0,32.0,16.0,100.0,2.63,72.0,8.0,5.0,5.0,6.0,4.0,54.0,493.0,165.0,33.5,12.97,0.1,0.3,42.0,6.0,0.0,10.0,1.0,40.1,0.24,-0.9,-0.02,140.0,432.0,32.4,1093.0,176.0,29.3,30.8,252.0,44.4,37.9,595.0,35.0,5.9,54.0,1.42,14.7,42.0,1.11,141.0,98.0,74.5,20.0,7.0,11.0,13.0,34.2,8.0,6.0,2.0,0.0,25.0,0.0,328.0,341.0,45.0,730.0,5.0,8.0,1.0,2070.0,587.0,620.0,3420.0,90.0,418.0,84.0,270.0,148.0,193.0,1.76,55.0,42.0,
2022-2023,EPL,Bournemouth,Squad Total,,,,26.3,38.0,418.0,3420.0,38.0,618.0,316.0,249.0,53.0,353.0,1027.0,10.0,256.0,606.0,350.0,499.0,170.0,19950.0,2934.0,8004.0,7933.0,4256.0,699.0,735.0,321.0,344.0,46.8,10336.0,55322.0,27419.0,504.0,388.0,144.0,589.0,367.0,11617.0,986.0,11715.0,15381.0,76.2,206704.0,82672.0,5412.0,6278.0,86.2,4751.0,5644.0,84.2,1192.0,2491.0,47.9,24.0,261.0,850.0,237.0,75.0,1006.0,616.0,16.21,445.0,45.0,52.0,43.0,24.0,7.0,64.0,1.68,44.0,5.0,4.0,8.0,2.0,1.0,37.0,358.0,126.0,35.2,9.42,0.1,0.29,71.0,6.0,0.0,16.0,3.0,63.6,0.29,-4.4,-0.11,231.0,591.0,39.1,851.0,190.0,43.9,,349.0,62.2,44.3,739.0,40.0,5.4,30.0,0.79,,71.0,1.87,204.0,136.0,68.1,11.0,6.0,21.0,8.0,21.1,7.0,6.0,0.0,1.0,0.0,0.0,391.0,365.0,38.0,509.0,0.0,7.0,3.0,1942.0,521.0,539.0,3420.0,90.0,418.0,84.0,279.0,141.0,201.0,1.03,37.0,71.0,
2022-2023,EPL,Bournemouth,Opponent Total,,,,26.6,38.0,418.0,3420.0,38.0,711.0,318.0,271.0,122.0,279.0,563.0,13.0,344.0,665.0,321.0,404.0,96.0,26820.0,2088.0,7398.0,11841.0,7803.0,1107.0,697.0,350.0,256.0,36.7,16186.0,82870.0,42849.0,810.0,575.0,211.0,550.0,362.0,18578.0,1976.0,18709.0,22764.0,82.2,328529.0,107187.0,8431.0,9452.0,89.2,8068.0,9207.0,87.6,1777.0,2972.0,59.8,49.0,455.0,1615.0,430.0,95.0,1988.0,1090.0,28.68,822.0,101.0,38.0,67.0,45.0,17.0,114.0,3.0,73.0,15.0,4.0,17.0,5.0,0.0,68.0,619.0,198.0,32.0,16.29,0.1,0.31,37.0,0.0,0.0,7.0,0.0,34.7,0.28,-2.3,-0.06,109.0,316.0,34.5,953.0,173.0,25.5,30.2,194.0,37.6,35.6,401.0,25.0,6.2,48.0,1.26,17.0,37.0,0.97,126.0,89.0,70.6,21.0,6.0,11.0,18.0,47.4,0.0,0.0,0.0,0.0,,0.0,375.0,372.0,65.0,930.0,3.0,0.0,0.0,2160.0,539.0,521.0,3420.0,90.0,418.0,84.0,264.0,156.0,184.0,1.82,71.0,37.0,
