player,player_id,country,team,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents,position_level_0,position_level_2,position_level_1
Sebastian Stolze,12392.0,Germany,Wolfsburg,0.0,0.0,0.0,0.0,[],[],0.0,,,
Maximilian Mittelstädt,12407.0,Germany,Hertha Berlin,2.0,180.0,0.0,0.0,"['Left Back', 'Left Midfield', 'Right Midfield']","['Left Back', 'Right Midfield', 'Right Midfield', 'Left Midfield']",2.0,Midfielder,Right Midfield,Central Midfielder
Roman Weidenfeller,12424.0,Germany,Borussia Dortmund,1.0,90.0,0.0,0.0,['Goalkeeper'],['Goalkeeper'],1.0,Goalkeeper,Goalkeeper,Goalkeeper
Angelo Esmael da Costa Júnior,12475.0,Brazil,Bologna,5.0,450.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",5.0,Goalkeeper,Goalkeeper,Goalkeeper
Federico Marchetti,12491.0,Italy,Lazio,31.0,2618.0,2.0,2.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",29.08888888888889,Goalkeeper,Goalkeeper,Goalkeeper
Emil Audero Mulyadi,12497.0,Italy,Juventus,0.0,0.0,0.0,0.0,[],[],0.0,,,
Max Christiansen,12551.0,Germany,Ingolstadt,18.0,1098.0,6.0,6.0,"['Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Wing', 'Center Defensive Midfield']","['Center Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Wing', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Wing', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield']",12.2,Midfielder,Left Center Midfield,Central Midfielder
Carlos Armando Gruezo Arboleda,12583.0,Ecuador,VfB Stuttgart,2.0,93.0,1.0,1.0,"['Left Midfield', 'Right Center Midfield', 'Left Defensive Midfield']","['Left Midfield', 'Left Defensive Midfield', 'Right Center Midfield']",1.0333333333333334,Midfielder,Right Center Midfield,Central Midfielder
Carlos Antonio Ascues Ávila,12599.0,Peru,Wolfsburg,0.0,0.0,0.0,0.0,['Right Center Back'],['Right Center Back'],0.0,Defender,Right Center Back,Regular Defender
Bradley Guzan,12608.0,United States of America,Aston Villa,28.0,2520.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",28.0,Goalkeeper,Goalkeeper,Goalkeeper
Josef Alexander Martínez Mencia,12619.0,Venezuela (Bolivarian Republic),Torino,16.0,921.0,6.0,6.0,"['Right Wing Back', 'Left Wing Back', 'Right Wing', 'Right Center Forward', 'Left Center Forward', 'Left Wing']","['Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Wing', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Wing', 'Left Center Forward', 'Right Center Forward', 'Right Wing Back', 'Left Wing Back', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Wing Back', 'Left Wing', 'Left Center Forward', 'Right Wing Back', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward']",10.233333333333333,Forward,Left Center Forward,Striker
Anthony Ujah,12624.0,Nigeria,Werder Bremen,31.0,2355.0,5.0,5.0,"['Right Midfield', 'Right Wing', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Right Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Center Forward', 'Right Midfield', 'Right Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Right Midfield', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Wing', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward']",26.166666666666668,Forward,Center Forward,Striker
Emiliano Adrián Insúa Zapata,12626.0,Argentina,VfB Stuttgart,36.0,2976.0,3.0,3.0,"['Left Back', 'Left Center Back', 'Left Wing Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",33.06666666666667,Defender,Left Back,Offensive Defender
Erik Thommy,12627.0,Germany,Augsburg,0.0,0.0,0.0,0.0,[],[],0.0,,,
Luke Croll,12650.0,England,Crystal Palace,0.0,0.0,0.0,0.0,[],[],0.0,,,
Tommie Hoban,12732.0,Ireland,Watford,0.0,0.0,0.0,0.0,[],[],0.0,,,
Maximiliano Nicol Moralez,12759.0,Argentina,Atalanta,21.0,1456.0,5.0,5.0,"['Center Attacking Midfield', 'Left Midfield', 'Right Wing', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Right Wing', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Wing', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Center Forward', 'Right Wing', 'Right Wing', 'Right Wing', 'Center Forward', 'Left Midfield', 'Right Wing']",16.177777777777777,Forward,Right Wing,Winger
Tim Howard,13042.0,United States of America,Everton,25.0,2250.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",25.0,Goalkeeper,Goalkeeper,Goalkeeper
Sergio Álvarez Díaz,13107.0,Spain,Sporting Gijón,31.0,2358.0,5.0,5.0,"['Center Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']","['Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield']",26.2,Midfielder,Right Defensive Midfield,Defensive Midfielder
Stefan Simič,13110.0,Czech Republic,AC Milan,0.0,0.0,0.0,0.0,[],[],0.0,,,
Jason Denayer,13116.0,Belgium,Manchester City,0.0,0.0,0.0,0.0,[],[],0.0,,,
Iver Tobias Rørvik Fossum,13125.0,Norway,Hannover 96,12.0,727.0,4.0,4.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Right Wing', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward', 'Left Wing', 'Right Center Back']","['Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Back', 'Left Center Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Right Center Forward', 'Left Defensive Midfield', 'Left Center Forward']",8.077777777777778,Midfielder,Left Defensive Midfield,Defensive Midfielder
Miiko Martín Albornoz Inola,13126.0,Chile,Hannover 96,24.0,2073.0,1.0,1.0,['Left Back'],"['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",23.03333333333333,Defender,Left Back,Offensive Defender
Felipe Aliste Lopes,13140.0,Brazil,Wolfsburg,0.0,0.0,0.0,0.0,[],[],0.0,,,
Bogdan Ionuț Lobonț,13158.0,Romania,AS Roma,0.0,0.0,0.0,0.0,[],[],0.0,,,
Oluwaseyi Babajide Ojo,13200.0,England,Liverpool,8.0,457.0,3.0,3.0,"['Left Center Midfield', 'Right Midfield', 'Left Wing Back', 'Left Midfield', 'Right Wing', 'Left Center Back', 'Left Wing']","['Left Wing', 'Right Wing', 'Left Center Back', 'Left Wing Back', 'Left Center Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Wing']",5.0777777777777775,Midfielder,Right Midfield,Central Midfielder
Erik Durm,13206.0,Germany,Borussia Dortmund,13.0,905.0,3.0,3.0,"['Right Defensive Midfield', 'Left Wing Back', 'Left Back', 'Right Wing', 'Right Back', 'Right Wing Back', 'Left Wing']","['Right Defensive Midfield', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Right Wing', 'Left Back', 'Right Back', 'Right Wing Back', 'Left Back', 'Left Back', 'Right Wing', 'Left Back', 'Left Wing']",10.055555555555555,Defender,Left Back,Offensive Defender
Eunan O''Kane,13248.0,Ireland,AFC Bournemouth,9.0,551.0,3.0,3.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield']","['Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield']",6.122222222222222,Midfielder,Right Center Midfield,Central Midfielder
Lamine Koné,13286.0,Côte d'Ivoire,Lorient,33.0,2885.0,1.0,1.0,"['Center Attacking Midfield', 'Right Back', 'Left Center Back', 'Right Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Attacking Midfield', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",32.05555555555556,Defender,Right Center Back,Regular Defender
Joelinton Cassio Apolinário de Lira,13291.0,Brazil,Hoffenheim,0.0,0.0,0.0,0.0,"['Center Attacking Midfield', 'Left Midfield']","['Center Attacking Midfield', 'Left Midfield']",0.0,Midfielder,Left Midfield,Central Midfielder
Niko Bungert,13319.0,Germany,FSV Mainz 05,22.0,1808.0,2.0,2.0,"['Right Defensive Midfield', 'Left Center Back', 'Center Forward', 'Center Back', 'Right Center Back']","['Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Center Forward', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Center Back']",20.08888888888889,Defender,Right Center Back,Regular Defender
Romain Brégerie,13332.0,France,Ingolstadt,14.0,1086.0,2.0,2.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Back', 'Right Wing', 'Center Defensive Midfield', 'Left Center Back', 'Right Center Back', 'Center Forward', 'Left Wing']","['Right Center Back', 'Center Attacking Midfield', 'Left Wing', 'Right Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Forward', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Back', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Right Center Back', 'Left Center Back', 'Center Forward']",12.066666666666666,Midfielder,Center Defensive Midfield,Defensive Midfielder
Russell Canouse,13369.0,United States of America,Hoffenheim,0.0,0.0,0.0,0.0,['Center Defensive Midfield'],['Center Defensive Midfield'],0.0,Midfielder,Center Defensive Midfield,Defensive Midfielder
Zoltán Stieber,13370.0,Hungary,Hamburger SV,0.0,0.0,0.0,0.0,"['Right Wing', 'Left Wing']","['Left Wing', 'Right Wing']",0.0,Forward,Right Wing,Winger
Andrea Favilli,13428.0,Italy,Juventus,0.0,0.0,0.0,0.0,['Left Center Forward'],['Left Center Forward'],0.0,Forward,Left Center Forward,Striker
Paolo Ghiglione,13430.0,Italy,Genoa,0.0,0.0,0.0,0.0,[],[],0.0,,,
Bradley Shaun Smith,13448.0,Australia,Liverpool,3.0,270.0,0.0,0.0,"['Left Back', 'Left Center Midfield']","['Left Back', 'Left Back', 'Left Center Midfield', 'Left Back', 'Left Back']",3.0,Defender,Left Back,Offensive Defender
Borja Fernández Fernández,13552.0,Spain,Celta Vigo,1.0,90.0,0.0,0.0,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Defensive Midfield', 'Center Forward']","['Right Wing', 'Right Defensive Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",1.0,Midfielder,Right Defensive Midfield,Defensive Midfielder
Yann Kermorgant,13573.0,France,AFC Bournemouth,0.0,0.0,0.0,0.0,"['Left Center Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward']","['Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Left Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Forward']",0.0,Forward,Center Forward,Striker
Alexandre Raineau,13592.0,France,Caen,4.0,272.0,1.0,1.0,"['Left Center Midfield', 'Right Center Midfield', 'Left Back', 'Right Back', 'Center Forward']","['Center Forward', 'Left Center Midfield', 'Left Back', 'Left Back', 'Left Back', 'Right Center Midfield', 'Left Back', 'Left Back', 'Right Back', 'Left Back']",3.022222222222222,Defender,Left Back,Offensive Defender
Guido Guerrieri,13610.0,Italy,Lazio,0.0,0.0,0.0,0.0,[],[],0.0,,,
Lorenzo Ariaudo,13612.0,Italy,Empoli,8.0,634.0,1.0,1.0,"['Center Back', 'Left Center Back', 'Right Center Back']","['Right Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back']",7.044444444444444,Defender,Left Center Back,Regular Defender
Daniel Ciofani,13613.0,Italy,Frosinone,42.0,2998.0,9.0,9.0,"['Left Wing Back', 'Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward']","['Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Left Wing Back', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Left Defensive Midfield', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward']",33.31111111111111,Forward,Center Forward,Striker
Francesco Bardi,13614.0,Italy,Espanyol,3.0,183.0,1.0,1.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper']",2.033333333333333,Goalkeeper,Goalkeeper,Goalkeeper
Stéphane Sparagna,13634.0,France,Marseille,2.0,180.0,0.0,0.0,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Wing', 'Right Center Back']","['Center Attacking Midfield', 'Right Wing', 'Right Center Back', 'Right Wing', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Wing', 'Right Defensive Midfield', 'Right Center Back']",2.0,Midfielder,Right Defensive Midfield,Defensive Midfielder
Mario Vrančić,13675.0,Bosnia and Herzegovina,Darmstadt 98,23.0,1108.0,11.0,11.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield']","['Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield']",12.311111111111112,Midfielder,Center Attacking Midfield,Offensive Midfielder
Matthieu Saunier,13730.0,France,Troyes,30.0,2443.0,3.0,3.0,"['Left Center Back', 'Right Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",27.14444444444445,Defender,Left Center Back,Regular Defender
Eddy Maanane,13731.0,France,Stade de Reims,0.0,0.0,0.0,0.0,['Left Center Forward'],['Left Center Forward'],0.0,Forward,Left Center Forward,Striker
Bill Tuiloma,13782.0,New Zealand,Marseille,0.0,0.0,0.0,0.0,[],[],0.0,,,
Jan Kirchhoff,13846.0,Germany,Bayern Munich,24.0,1303.0,10.0,10.0,"['Right Center Back', 'Center Defensive Midfield', 'Left Wing']","['Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Wing', 'Right Center Back', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield']",14.477777777777778,Midfielder,Center Defensive Midfield,Defensive Midfielder
Marc Wilson,13848.0,Ireland,Stoke City,1.0,90.0,0.0,0.0,"['Right Back', 'Left Center Back', 'Right Center Back']","['Right Center Back', 'Left Center Back', 'Right Back', 'Right Center Back', 'Right Center Back']",1.0,Defender,Right Center Back,Regular Defender
Tom Beadling,13875.0,Australia,Sunderland,0.0,0.0,0.0,0.0,[],[],0.0,,,
Mike-Steven Bähre,15146.0,Germany,Hannover 96,0.0,0.0,0.0,0.0,"['Right Wing', 'Center Attacking Midfield']","['Right Wing', 'Center Attacking Midfield']",0.0,Midfielder,Center Attacking Midfield,Offensive Midfielder
Daniel Barlaser,15149.0,England,Newcastle United,0.0,0.0,0.0,0.0,[],[],0.0,,,
Alexander Merkel,15161.0,Kazakhstan,Udinese,2.0,94.0,1.0,1.0,['Right Center Midfield'],['Right Center Midfield'],1.0444444444444445,Midfielder,Right Center Midfield,Central Midfielder
Romain Alessandrini,15296.0,France,Marseille,27.0,1482.0,11.0,11.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Left Wing Back', 'Left Midfield', 'Right Wing', 'Right Back', 'Left Wing', 'Right Wing Back', 'Left Center Forward', 'Center Forward', 'Right Center Back']","['Left Wing', 'Right Wing', 'Right Back', 'Left Wing', 'Right Center Back', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Wing Back', 'Right Defensive Midfield', 'Left Wing Back', 'Center Attacking Midfield', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Defensive Midfield', 'Center Forward', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Center Midfield', 'Left Center Forward', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing']",16.466666666666665,Forward,Right Wing,Winger
Mickaël Ciani,15297.0,France,Espanyol,3.0,180.0,1.0,1.0,"['Left Center Back', 'Right Center Back']","['Left Center Back', 'Right Center Back']",2.0,Defender,Right Center Back,Regular Defender
Lazaros Christodoulopoulos,15318.0,Greece,Sampdoria,6.0,281.0,3.0,3.0,"['Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Wing Back', 'Left Back', 'Left Midfield', 'Right Attacking Midfield', 'Right Wing', 'Right Back', 'Right Wing Back', 'Right Center Back', 'Left Wing']","['Left Midfield', 'Left Wing Back', 'Left Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Wing', 'Left Wing', 'Left Back', 'Right Back', 'Left Back', 'Left Wing Back', 'Right Attacking Midfield', 'Right Wing Back', 'Right Center Back', 'Left Center Midfield', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Wing Back']",3.1222222222222222,Defender,Right Wing Back,Offensive Defender
Martin Samuelsen,15365.0,Norway,West Ham United,0.0,0.0,0.0,0.0,[],[],0.0,,,
Leon Guwara,15370.0,Gambia,Werder Bremen,1.0,90.0,0.0,0.0,['Left Back'],['Left Back'],1.0,Defender,Left Back,Offensive Defender
Matteo Mancosu,15415.0,Italy,Bologna,19.0,937.0,9.0,9.0,"['Left Center Back', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Left Center Back', 'Right Center Forward', 'Left Wing', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward']",10.411111111111111,Forward,Center Forward,Striker
Jake-Liam Clarke-Salter,15542.0,England,Chelsea,0.0,0.0,0.0,0.0,"['Right Wing', 'Left Back']","['Right Wing', 'Left Back']",0.0,Defender,Left Back,Offensive Defender
Roy Beerens,15543.0,Netherlands,Hertha Berlin,3.0,182.0,1.0,1.0,"['Center Attacking Midfield', 'Right Midfield']","['Right Midfield', 'Right Midfield', 'Center Attacking Midfield']",2.022222222222222,Midfielder,Right Midfield,Central Midfielder
Bernd Leno,15581.0,Germany,Bayer Leverkusen,33.0,2970.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",33.0,Goalkeeper,Goalkeeper,Goalkeeper
