player_id;short_name;club_name;age;overall;player_positions;preferred_foot;nationality_name;value_eur;wage_eur;international_reputation
222229;Yang Hyung Mo;Suwon Bluewings;31;62;GK;Left;Korea Republic;210.0 k;1749;1
222236;Yang Xiaotian;Cangzhou Mighty Lions;33;62;LWB;Left;China PR;210.0 k;2999;1
222419;J. Marchioni;CSM Politehnica Iași;30;62;CM, CDM;Left;Argentina;375.0 k;1999;1
222440;Cheng Jin;Zhejiang;28;62;CM, LM;Right;China PR;400.0 k;2999;1
222471;J. Rasheed;Värnamo;31;62;GK;Right;Norway;210.0 k;1599;1
223265;M. Devlin;Livingston;29;62;CB;Right;Scotland;325.0 k;1999;1
224286;Leândro;Stal Mielec;39;62;CB, LWB;Left;Brazil;70.0 k;1549;1
224292;M. Gonçalves;Winterthur;28;62;RB, LB;Right;Switzerland;350.0 k;2999;1
224430;D. Chessa;Ulm;30;62;RW, RM, CAM;Left;Germany;375.0 k;1649;1
224602;Zhang Wei;Qingdao Hainiu;30;62;LWB, LB;Right;China PR;350.0 k;2999;1
224615;Zheng Dalun;Shenzhen;29;62;RM, LM, RB;Right;China PR;400.0 k;2999;1
224667;Yang Kuo;Wuhan Three Towns;30;62;RWB, CM;Right;China PR;350.0 k;2999;1
224677;Bi Jinhao;Changchun Yatai;32;62;CB, ST;Right;China PR;250.0 k;3999;1
224685;Zhang Xiaobin;Wuhan Three Towns;29;62;CM, CDM, CB;Right;China PR;400.0 k;3999;1
225498;L. Sutton;Harrogate Town;26;62;CDM, CM;Right;England;375.0 k;2999;1
225759;B. Kamau;Perth Glory;28;62;RM, ST;Right;Australia;400.0 k;1999;1
226189;Lü Haidong;Wuhan Three Towns;31;62;LWB, LB, LM;Left;China PR;300.0 k;2999;1
226197;Feng Jin;Qingdao Hainiu;29;62;RWB, RM, RW;Right;China PR;350.0 k;2999;1
226679;A. Hunter;Milton Keynes Dons;27;62;LW, LM;Right;England;425.0 k;4999;1
226781;K. Shelton;Sporting Kansas City;30;62;ST, RW;Right;United States;400.0 k;2999;1
226838;Wang Guoming;Henan;33;62;GK;Right;China PR;130.0 k;2999;1
227758;S. Murray;Ross County;31;62;ST;Right;Scotland;325.0 k;2999;1
227880;C. Stokes;Morecambe;32;62;CB, LB;Left;England;250.0 k;2999;1
228627;A. Al Obaid;Damac;30;62;LB;Left;Saudi Arabia;350.0 k;4999;1
229860;F. Andersson;Varberg BoIS;34;62;GK;Right;Sweden;70.0 k;1599;1
230438;Josi Mouraldo;América Mineiro;31;62;CAM;Left;Brazil;325.0 k;3999;1
231498;D. Bergqvist;Degerfors;30;62;CB;Right;Sweden;325.0 k;1749;1
231686;M. Ramsland;Aalesund;30;62;ST;Right;Norway;400.0 k;1999;1
232174;O. Hawkins;Gillingham;31;62;ST, CB;Right;England;325.0 k;4999;1
232626;Oh Jae Suk;Daejeon Citizen;33;62;RWB, RB, LB;Right;Korea Republic;210.0 k;2999;1
233281;Jung Dong Yoon;Incheon United;29;62;RWB, LWB;Right;Korea Republic;350.0 k;1999;1
233410;Kweon Han Jin;Incheon United;35;62;CB;Right;Korea Republic;110.0 k;1949;1
233457;Jang Ho Ik;Suwon Bluewings;29;62;RB, CB;Right;Korea Republic;350.0 k;1999;1
233868;G. Gavrilaș;Petrolul 52;32;62;GK;Right;Romania;200.0 k;1999;1
234070;M. Kanabah;Al Shabab;30;62;CM, CDM;Right;Saudi Arabia;375.0 k;6999;1
234412;A. Nadesan;Gillingham;28;62;ST;Right;England;400.0 k;4999;1
234645;N. McGinley;Motherwell;26;62;LWB, LB;Left;England;400.0 k;1999;1
234831;N. Rieble;Wehen Wiesbaden;27;62;LWB, LM, CB;Left;Germany;375.0 k;3999;1
235493;T. Abdullah;Al Tai;27;62;RB, CDM;Right;Saudi Arabia;375.0 k;4999;1
235600;B. Al Mutairi;Al Khaleej;33;62;LB, LWB;Left;Saudi Arabia;210.0 k;2999;1
237102;Lee Sang Ki;Gwangju;27;62;RB, RWB;Right;Korea Republic;375.0 k;1999;1
237190;T. Brewitt;Swindon Town;26;62;CB;Right;England;375.0 k;2999;1
237667;A. Al Joui;Al Shabab;28;62;LW, RW;Right;Saudi Arabia;400.0 k;7999;1
237977;Kim Han Gil;Gwangju;28;62;LM, LWB, RM;Left;Korea Republic;400.0 k;1999;1
238238;J. Schneider;VfB Lübeck;29;62;ST, CM, LM;Right;Germany;400.0 k;1999;1
238242;Mun Ji Hwan;Incheon United;28;62;CM, CDM;Right;Korea Republic;400.0 k;2999;1
238716;O. Bugiel;AFC Wimbledon;29;62;ST;Right;Lebanon;400.0 k;3999;1
238920;J. Córdova;Ñublense;28;62;LWB, LB, RB;Right;Canada;350.0 k;2999;1
238964;J. Welzmüller;Unterhaching;33;62;CB, RB;Right;Germany;190.0 k;1549;1
238969;R. Laidlaw;Ross County;30;62;GK;Right;Scotland;275.0 k;1999;1
239173;M. Rüdiger;VfB Lübeck;28;62;LM, LB;Left;Germany;400.0 k;1899;1
239728;Ł. Wolsztyński;Stal Mielec;28;62;CAM, ST;Right;Poland;400.0 k;1949;1
240062;A. Peteleu;Universitatea Cluj;30;62;RB, LB;Right;Romania;350.0 k;3999;1
240695;L. Barr;Adelaide United;28;62;CB;Right;Australia;350.0 k;1999;1
242402;A. Eisa;Grimsby Town;27;62;ST, LM;Right;Sudan;425.0 k;3999;1
242812;K. Ødemarksbakken;Aalesund;27;62;LM, ST;Right;Norway;425.0 k;1949;1
243459;T. Barlow;New York RB;27;62;ST;Right;United States;425.0 k;2999;1
243777;F. Oliver;Belgrano;28;62;CB;Right;Argentina;350.0 k;2999;1
244321;D. Mullen;Derry City;28;62;ST;Right;Scotland;400.0 k;1949;1
244332;J. González;Tacuary;35;62;CM, LM;Left;Paraguay;160.0 k;1499;1
245165;S. Bose;ATK Mohun Bagan;27;62;LB, LM;Left;India;375.0 k;1699;1
245653;J. Murray;Chennaiyin;27;62;ST;Right;Australia;425.0 k;1499;1
245812;K. Zapolnik;Puszcza Niepołomice;30;62;ST, RM, CAM;Right;Poland;400.0 k;1999;1
247032;K. Hodžić;Häcken;28;62;LB;Left;Sweden;350.0 k;1999;1
247270;I. Alibaev;Gangwon;29;62;CM, CDM, LW;Right;Uzbekistan;400.0 k;2999;1
251370;S. Najar;Viktoria Köln;27;62;RM, LM, CAM;Left;Germany;425.0 k;2999;1
251638;R. Tincu;CSM Politehnica Iași;35;62;CB;Right;Romania;110.0 k;1949;1
252574;D. Živulić;Oțelul Galați;31;62;CDM, CB;Right;Croatia;275.0 k;2999;1
252984;O. Labrador;Estudiantes Mérida;31;62;LB, LWB;Left;Venezuela;300.0 k;1499;1
254309;J. Nilsson;Hammarby;28;62;RW, RB;Right;Sweden;400.0 k;2999;1
254758;Valdeci;Tacuary;28;62;LM, RM;Right;Brazil;400.0 k;1499;1
254958;W. Alonso;General Caballero JLM;32;62;LB;Left;Paraguay;275.0 k;1499;1
255176;B. Hjertstrand;Halmstad;29;62;LB, CB;Left;Sweden;350.0 k;1949;1
256375;K. Khazeni;Norrköping;28;62;CM, LW;Right;Sweden;400.0 k;2999;1
256691;D. Bansais;Quevilly Rouen;29;62;RB;Right;France;350.0 k;1999;1
257872;G. Thomson;Harrogate Town;31;62;RM, RB, CM;Right;England;325.0 k;2999;1
257958;Ž. Kostadinović;Zürich;31;62;GK;Right;Switzerland;210.0 k;2999;1
259617;J. Villamil;Blooming;30;62;LB, LWB;Left;Bolivia;350.0 k;1499;1
262613;K. Hovi;VfB Lübeck;29;62;ST;Right;Finland;400.0 k;1999;1
266367;J. Flemmings;Toulouse;27;62;LM, RM, ST;Right;Jamaica;425.0 k;4999;1
269536;Zhao Bo;Zhejiang;29;62;GK;Right;China PR;275.0 k;2999;1
269564;G. Lekaj;Winterthur;33;62;CB;Right;Kosovo;190.0 k;2999;1
272858;N. Barrientos;Instituto;28;62;CAM;Left;Argentina;400.0 k;2999;1
272916;N. Vasic;Brommapojkarna;31;62;ST;Right;Sweden;325.0 k;1899;1
273686;R. Domínguez;Tacuary;30;62;CDM, CM;Right;Paraguay;325.0 k;1499;1
274221;T. Murray;Aalesund;30;62;RB, LB, LWB;Right;Norway;350.0 k;1849;1
274621;J. Salvá;Patronato;36;62;GK;Right;Argentina;45.0 k;1999;1
274622;C. González;Patronato;33;62;CB;Right;Argentina;190.0 k;3999;1
275217;G. Cîrjan;Oțelul Galați;34;62;ST;Right;Romania;190.0 k;2999;1
276142;M. Zhelev;Oțelul Galați;29;62;RB, LB;Right;Bulgaria;350.0 k;2999;1
276191;P. Maier;Ulm;29;62;CDM, CB, CM;Left;Germany;350.0 k;1549;1
276290;S. Oubeyapwa;Preußen Münster;30;62;ST, CAM;Right;Togo;400.0 k;1999;1
277551;C. McMenamin;St. Mirren;27;62;RW;Left;Northern Ireland;425.0 k;2999;1
264621;N. Bassette;Mechelen;18;61;ST;Left;Belgium;1.0 mio;1649;1
268443;D. Gore;Manchester United;18;61;CM, CAM;Right;England;1.0 mio;5999;1
270901;L. Ulrich;VfB Stuttgart;18;61;CM, CAM, LM;Right;Germany;1.0 mio;1999;1
270937;L. Harris;Fulham;18;61;CAM;Right;Wales;1.0 mio;4999;1
271114;D. Seimen;VfB Stuttgart;17;61;GK;Left;Germany;925.0 k;1499;1
272926;L. Bergvall;Djurgården;17;61;CM;Right;Sweden;1.0 mio;1499;1
264514;S. Curtis;St Patrick's;17;61;RB, CB;Right;Republic of Ireland;1.0 mio;1499;1
269183;W. Amey;Bologna;17;61;CB;Right;Italy;975.0 k;1499;1
272736;B. Wales;Kilmarnock;18;61;ST;Right;Scotland;1.0 mio;1649;1
276460;S. Moore;West Ham United;17;61;LM, RM;Left;Republic of Ireland;1.0 mio;1999;1
277269;Adrián Liso;Real Zaragoza;18;61;LM;Right;Spain;1.0 mio;1649;1
259565;Y. Bonny;Parma;19;61;ST;Right;France;925.0 k;1649;1
259669;R. Duncan;Aberdeen;19;61;CAM, CM, RW;Left;Scotland;925.0 k;1899;1
270351;K. Peersman;PSV;19;61;GK;Right;Belgium;825.0 k;1899;1
273546;G. Ilenikhena;Antwerp;16;61;ST;Left;France;900.0 k;1999;1
275029;I. Maza;Hertha BSC;17;61;CAM;Right;Germany;900.0 k;1499;1
270532;D. Pejčinović;VfL Wolfsburg;18;61;ST;Left;Germany;825.0 k;3999;1
271014;J. N'Duquidi;Metz;18;61;CDM;Right;France;800.0 k;1849;1
271979;Nacho Ferri;Eintracht Frankfurt;18;61;ST;Right;Spain;825.0 k;2999;1
273932;G. Gineitis;Torino;19;61;CM, CDM;Left;Lithuania;850.0 k;4999;1
277427;N. O'Reilly;Manchester City;18;61;CAM, CM;Left;England;825.0 k;6999;1
266074;S. Perkins;Oxford United;19;61;CAM, CF;Left;England;850.0 k;4999;1
266141;Mario Fuente;Celta de Vigo;19;61;ST;Right;Spain;850.0 k;2999;1
274387;R. Walters;Arsenal;18;61;RB, CB;Right;England;800.0 k;4999;1
274616;S. Kılıçsoy;Beşiktaş;17;61;ST, LW, RW;Right;Turkey;825.0 k;1899;1
274619;R. Benítez;Rionegro Águilas;18;61;CM, CDM;Right;Colombia;825.0 k;1499;1
274836;S. Appuah;Nantes;19;61;LM;Left;France;850.0 k;2999;1
275960;D. Ihendu;Werder Bremen;17;61;CB;Right;Germany;775.0 k;1499;1
276754;G. Corona;Empoli;19;61;ST, RW, LW;Right;Italy;850.0 k;1649;1
277286;K. Best;Preston North End;17;61;LWB, CB;Left;England;775.0 k;1499;1
277327;F. Esposito;Spezia;18;61;ST;Right;Italy;825.0 k;5999;1
277862;F. Alessio;Roma;18;61;ST;Right;Italy;825.0 k;4999;1
277947;M. Gómez;Talleres Córdoba;17;61;CM, CDM;Right;Argentina;825.0 k;1499;1
278061;T. Gomis;Caen;16;61;LW;Right;France;825.0 k;1499;1
278119;I. Sané;Metz;18;61;ST;Right;Senegal;825.0 k;1999;1
256800;J. Breum;Go Ahead Eagles;19;61;LM, RM;Right;Denmark;850.0 k;1999;1
259074;A. Hajdari;Lugano;20;61;CB;Left;Switzerland;800.0 k;1999;1
263147;A. Musi;Petrolul 52;18;61;RW, LW;Right;Romania;825.0 k;1999;1
266653;B. Pereira;NEC;20;61;RB;Right;France;825.0 k;1999;1
266686;N. Buck;New England;18;61;RM, CM;Left;United States;825.0 k;1549;1
268402;D. Gjengaar;Odd;19;61;RM, RW, RWB;Right;Norway;850.0 k;1599;1
268435;C. McNeill;Stevenage;19;61;ST;Right;England;850.0 k;10.0 k;1
268445;R. Bennett;Manchester United;19;61;CB;Right;England;800.0 k;7999;1
269944;J. Balagizi;Wigan Athletic;19;61;CM, CAM;Right;England;850.0 k;8999;1
271063;O. Arblaster;Port Vale;19;61;CM;Right;England;850.0 k;3999;1
271248;E. Mayenda;Sunderland;18;61;ST;Left;Spain;825.0 k;2999;1
271287;Júlio Dabó;Boavista;20;61;LB, LWB;Left;Guinea Bissau;825.0 k;2999;1
271922;D. Degli Innocenti;Lecco;20;61;CDM, CM;Right;Italy;825.0 k;1999;1
275136;S. Koeberle;Stade de Reims;18;61;CAM;Left;France;825.0 k;1999;1
247612;D. Sealy;Dallas;20;61;LM, RM;Left;United States;850.0 k;1999;1
259419;T. Nakai;Real Madrid;19;61;CAM, CF;Right;Japan;850.0 k;11.0 k;1
261732;T. Bloxham;Morecambe;19;61;ST, RW;Right;England;850.0 k;1999;1
266133;Osky;Real Oviedo;18;61;LB, LM;Left;Spain;800.0 k;1499;1
267835;R. Hornos;Liverpool;18;61;GK;Right;Uruguay;725.0 k;1499;1
269796;J. Soler;Lanús;18;61;LB, CB;Left;Argentina;800.0 k;1699;1
270036;A. Segovia;Lanús;19;61;RM;Left;Argentina;850.0 k;2999;1
270399;C. Horneman;OB;19;61;RW, LW;Right;Denmark;850.0 k;2999;1
271071;R. Lezcano;Libertad;19;61;CM;Left;Paraguay;850.0 k;1499;1
271101;I. Strzałek;Legia Warszawa;19;61;CAM;Right;Poland;850.0 k;1999;1
271583;G. Garofani;Juventus;20;61;GK;Left;Italy;750.0 k;6999;1
272427;Alberto Flores;Sevilla;19;61;GK;Left;Spain;750.0 k;1999;1
273772;A. Aourir;Bayer 04 Leverkusen;18;61;CAM, CF;Right;Morocco;825.0 k;3999;1
273918;Vivaldo;Udinese;18;61;ST;Left;Portugal;825.0 k;1999;1
273933;K. Ouattara;Amiens SC;18;61;LWB, LB;Left;France;800.0 k;1499;1
276621;K. Breckin;Wycombe Wanderers;19;61;CM;Right;England;850.0 k;9999;1
277683;Víctor Moreno;Villarreal II;17;61;RW, LW;Right;Spain;825.0 k;1499;1
257508;S. Roughan;Lincoln City;20;61;LWB, LB, CB;Left;Republic of Ireland;750.0 k;1999;1
258689;Diego Bri;Atlético Madrid;20;61;LM, RM;Left;Spain;800.0 k;6999;1
258724;E. Brierley;Brentford;19;61;CM;Right;England;775.0 k;5999;1
260951;J. Kenny;Shamrock Rovers;20;61;ST;Right;Republic of Ireland;800.0 k;7999;1
261293;S. Jatta;Sturm Graz;20;61;ST;Right;Norway;800.0 k;2999;1
261670;J. Jensen-Abbew;Nordsjælland;21;61;CB;Right;Denmark;750.0 k;2999;1
262283;A. Rodríguez;Lanús;19;61;CAM, LW, CF;Right;Argentina;775.0 k;2999;1
264095;Hugo Sotelo;Celta de Vigo;19;61;CM, RM;Right;Spain;775.0 k;2999;1
264115;D. Williams;Chelsea;19;61;LB, LWB;Left;England;750.0 k;7999;1
265484;D. Lembikisa;Rotherham United;19;61;RB, LB;Right;Jamaica;750.0 k;5999;1
266681;M. Delorge;Sint-Truiden;18;61;CM, CDM, CAM;Left;Belgium;750.0 k;1899;1
267930;F. Vidal;River Plate;20;61;LB, CB;Left;Uruguay;750.0 k;1499;1
270997;S. Baidoo;Salzburg;19;61;CB;Right;Austria;725.0 k;2999;1
271160;S. Sané;Eintracht Braunschweig;20;61;RW, LW;Right;Germany;800.0 k;2999;1
271926;Adrián Corral;Racing Santander;20;61;LB, CB;Left;Spain;750.0 k;5999;1
273118;S. Pino;Deportivo Alavés;20;61;CB;Right;Chile;750.0 k;3999;1
273973;L. Lavallée;Dunkerque;20;61;GK;Right;France;700.0 k;5999;1
274355;Iker Muñoz;Osasuna;20;61;CM, CDM;Right;Spain;775.0 k;3999;1
274562;M. Büyüksayar;Konyaspor;19;61;LW, CAM, LM;Right;Turkey;775.0 k;2999;1
274917;C. Báez;General Caballero JLM;20;61;ST;Right;Paraguay;800.0 k;1499;1
275288;M. Mbaye;Metz;19;61;RM;Right;Senegal;775.0 k;2999;1
275599;S. Revan;Rotherham United;20;61;LB, CB;Left;England;750.0 k;7999;1
276867;B. Schamine;Defensa y Justicia;19;61;CM, CAM, RW;Right;Argentina;775.0 k;2999;1
277211;Franculino;Midtjylland;19;61;ST, RW;Left;Guinea;775.0 k;3999;1
277639;Xavi Grande;Levante;18;61;RB;Right;Spain;725.0 k;1549;1
277929;Kauã Santos;Eintracht Frankfurt;20;61;GK;Right;Brazil;700.0 k;3999;1
277971;Pedro Lima;Norwich City;20;61;CM, CAM;Left;Brazil;775.0 k;4999;1
278023;M. van Sas;Feyenoord;19;61;GK;Right;Netherlands;675.0 k;1849;1
278065;S. Sane;Metz;19;61;CB;Right;Senegal;725.0 k;2999;1
278126;Selvi;Girona;18;61;CDM, CM;Left;Spain;725.0 k;1999;1
248569;J. Furlong;Hull City;21;61;LB, LWB;Left;Republic of Ireland;775.0 k;2999;1
256215;M. Peltola;HJK;20;61;CB, CDM, RB;Right;Finland;750.0 k;1499;1
258047;J. Henderson;Ross County;21;61;RM;Right;Scotland;800.0 k;1999;1
259766;F. Stevens;Oxford United;20;61;RB, RWB;Right;Wales;750.0 k;6999;1
262175;M. Abbas;Al Ain;20;61;CM, CDM;Right;United Arab Emirates;775.0 k;1499;1
262637;N. Young-Coombes;Brentford;20;61;ST, RW, LW;Right;England;800.0 k;7999;1
262911;A. Nilsson;Sandefjord;20;61;CM;Right;Sweden;775.0 k;1649;1
263404;A. Nankishi;Heracles Almelo;20;61;LW, ST;Right;Germany;800.0 k;3999;1
264277;M. Boukamir;Sporting Charleroi;19;61;CB;Right;Belgium;725.0 k;1999;1
264299;O. Beck;Dundee;20;61;LB, LWB;Left;Wales;750.0 k;9999;1
264663;J. Uzeda;Bolívar;20;61;CAM, LM;Left;Bolivia;800.0 k;1499;1
266011;T. Rossmann;Karlsruher SC;19;61;ST, LM;Left;Germany;775.0 k;2999;1
266433;A. Kade;Basel;19;61;LM, RM;Right;Germany;775.0 k;1999;1
269875;S. Ba;LASK Linz;19;61;LB, LM, RM;Left;Germany;750.0 k;4999;1
270540;M. Pingot;Lech Poznań;20;61;CB;Left;Poland;750.0 k;1999;1
270732;Espigares;Villarreal II;18;61;CB;Right;Spain;725.0 k;1499;1
271068;N. Savignac;Rodez;20;61;RM, LM;Right;France;800.0 k;1849;1
271080;A. Adelgaard;OB;19;61;LB;Left;Denmark;750.0 k;1999;1
271252;S. Ebonog;Le Havre;18;61;CM;Right;France;750.0 k;1999;1
271256;S. Ngoura;Le Havre;18;61;ST;Right;France;775.0 k;1999;1
271542;K. Vivcharenko;Dynamo Kyiv;21;61;LB;Left;Ukraine;775.0 k;1499;1
272678;Ö. Aksaka;Galatasaray;20;61;CDM, CM;Right;Turkey;750.0 k;4999;1
274358;Lalo Aguilar;Leganés;21;61;CB;Right;Spain;750.0 k;1999;1
274647;T. Chamba;Emelec;18;61;CAM;Right;Ecuador;750.0 k;1499;1
275087;R. Sagrado;OH Leuven;19;61;RB, LB;Right;Belgium;750.0 k;1999;1
275610;T. Wójtowicz;Ruch Chorzów;19;61;LM, RM;Left;Poland;775.0 k;1749;1
276806;O. Goodman;Colchester United;19;61;GK;Left;England;675.0 k;2999;1
276873;Y. Verdier;Rodez;19;61;LW, ST, RW;Right;France;775.0 k;1749;1
278012;D. Osorio;Midtjylland;19;61;LW, RW;Left;Chile;775.0 k;3999;1
251439;T. Thomas;Laval;21;61;CM, CDM;Right;France;800.0 k;1849;1
251828;E. Melkersen;Strømsgodset;20;61;ST, RW;Right;Norway;800.0 k;1999;1
256174;J. Herrera;Bolívar;20;61;CDM, CM;Right;Bolivia;750.0 k;1499;1
257171;N. Fatar;Angers SCO;21;61;RM;Left;France;800.0 k;1999;1
258759;Andrés Borge;Real Zaragoza;21;61;LB, CB, RB;Right;Spain;775.0 k;1999;1
258796;L. Miguel;Sporting Gijón;22;61;CB, RB;Right;Netherlands;750.0 k;1999;1
261032;J. Hodge;Wolverhampton Wanderers;20;61;CM, CDM;Right;Republic of Ireland;775.0 k;7999;1
263628;F. Álvarez;CF Montréal;19;61;CB;Left;Colombia;725.0 k;1699;1
263652;A. Husic;Lausanne Sport;22;61;CB, LB;Left;Switzerland;750.0 k;2999;1
263861;T. Goodrham;Oxford United;19;61;RW, RM;Right;Republic of Ireland;775.0 k;1999;1
263884;S. Al Mousa;Al Ettifaq;20;61;CB;Right;Saudi Arabia;750.0 k;3999;1
266172;A. Aventisian;Go Ahead Eagles;20;61;LB;Left;Armenia;750.0 k;1999;1
268133;Y. López;Liverpool;21;61;CM, CDM;Right;Uruguay;800.0 k;1499;1
268426;O. Fobassam;SpVgg Greuther Fürth;20;61;CB;Right;Germany;750.0 k;1999;1
269408;A. Hofman;Universitatea Cluj;20;61;RM, ST;Left;Romania;800.0 k;1999;1
269642;Gelardo;Villarreal II;21;61;CAM, CM, RM;Right;Spain;800.0 k;1999;1
269945;M. Kesik;Hertha BSC;20;61;CM;Right;Germany;775.0 k;2999;1
271414;K. Etta Eyong;Cádiz;19;61;CDM, CM;Right;Cameroon;725.0 k;2999;1
271462;J. Williams;Cheltenham Town;20;61;RWB, RB;Right;England;750.0 k;2999;1
271481;S. Wade;Torino;20;61;LWB, LM, LB;Left;England;750.0 k;5999;1
271675;A. Mayor;Morecambe;19;61;LM, LW, LWB;Left;England;775.0 k;1999;1
271836;J. Giacone;Talleres Córdoba;19;61;ST;Right;Argentina;775.0 k;2999;1
272882;S. Walde;Borussia Mönchengladbach;18;61;RB;Right;Germany;725.0 k;1999;1
273514;D. Duran;Blooming;20;61;LB, LWB;Left;Bolivia;750.0 k;1499;1
273950;M. Baggesen;Norrköping;19;61;LB;Left;Denmark;750.0 k;1649;1
274065;D. Rankine;Exeter City;20;61;RWB, RW;Right;England;750.0 k;1999;1
274949;N. Herrera;Peñarol;18;61;CB;Right;Uruguay;725.0 k;1499;1
274985;R. Machado;Liverpool;17;61;ST, CF;Right;Uruguay;750.0 k;1499;1
275149;J. Vargas;César Vallejo;20;61;GK;Right;Peru;700.0 k;1499;1
275463;M. Araya;Palestino;17;61;LM, LW;Left;Chile;750.0 k;1499;1
276996;Rodrigo Macedo;Moreirense;19;61;ST, CF, RW;Right;Portugal;775.0 k;2999;1
277650;Martín Tejón;Valencia;19;61;CAM, RW;Right;Spain;775.0 k;3999;1
277754;M. Puch;Ajaccio;19;61;CDM;Right;Algeria;725.0 k;1699;1
278034;N. Fernandez;Dunkerque;18;61;CB;Right;France;725.0 k;1499;1
246920;D. Collander;Hammarby;21;61;RW, CM;Right;Sweden;800.0 k;1999;1
247331;R. Adamski;Zagłębie Lubin;21;61;ST;Right;Poland;800.0 k;2999;1
258522;N. Abbey;Reading;19;61;CB, LB, RB;Left;England;725.0 k;1649;1
259401;S. Lagsir;PEC Zwolle;20;61;LM, CF;Right;Netherlands;800.0 k;2999;1
259739;Dylan Perera;Tenerife;20;61;CAM, CM, LM;Left;Spain;800.0 k;1999;1
260880;J. Cooper-Love;Halmstad;21;61;ST;Right;Sweden;800.0 k;1899;1
261892;D. Franchi;Burnley;20;61;GK;Right;Italy;700.0 k;4999;1
262170;F. Draper;Walsall;18;61;ST;Right;England;775.0 k;1899;1
262289;B. Old;Wellington Phoenix;20;61;CAM, RW;Left;New Zealand;800.0 k;1699;1
262962;A. Ementa;Viborg;21;61;ST;Right;Denmark;800.0 k;2999;1
264871;K. Bonnevie;Quevilly Rouen;21;61;GK;Left;France;700.0 k;1549;1
265822;E. Herrera;San Lorenzo;20;61;RWB, RB, CB;Right;Argentina;750.0 k;2999;1
266244;L. Stankovski;Gaziantep F.K.;20;61;CM, CAM, CDM;Right;North Macedonia;775.0 k;2999;1
266684;E. Oduah;Osnabrück;21;61;LW, ST;Right;Germany;800.0 k;2999;1
267468;J. Noguera;Cerro Porteño;21;61;LM;Left;Paraguay;800.0 k;1499;1
267637;L. Gueho;Bastia;19;61;CB;Right;France;725.0 k;1549;1
267694;H. Opsahl;HamKam;20;61;CB;Right;Norway;750.0 k;1599;1
268263;David García;Huesca;19;61;CM;Right;Spain;775.0 k;1999;1
270354;J. Affamah;Nantes;21;61;ST;Right;France;800.0 k;3999;1
270452;D. Adamczyk;Osnabrück;20;61;GK;Right;Germany;700.0 k;1999;1
271475;N. Bertola;Spezia;20;61;CB;Right;Italy;750.0 k;1549;1
271970;D. González;Unión Santa Fe;20;61;GK;Right;Argentina;700.0 k;1999;1
272783;A. Atta;Metz;20;61;CAM;Right;France;800.0 k;2999;1
273907;K. Silva;Rosario Central;20;61;CB;Right;Argentina;750.0 k;2999;1
276793;I. Pacheco;Cobresal;19;61;CDM, CM;Left;Chile;725.0 k;1499;1
277050;Saldaña;FC Cartagena;22;61;GK;Left;Spain;700.0 k;1999;1
242358;R. Sadiku;Botoşani;23;61;CB;Right;Bosnia and Herzegovina;675.0 k;1999;1
243167;J. Vale;Lincoln City;22;61;ST, LM;Right;Wales;750.0 k;7999;1
251024;I. Lushaku;Varberg BoIS;22;61;CM, CDM, LM;Right;Kosovo;725.0 k;1649;1
251272;Fábio Tavares;Coventry City;22;61;ST;Right;Portugal;750.0 k;7999;1
251992;I. Cissé;Schalke 04;22;61;CB;Right;Mali;700.0 k;2999;1
255266;O. Nkambadio;Paris;20;61;GK;Right;France;625.0 k;1699;1
256860;J. Tolinsson;Norrköping;20;61;CB;Right;Sweden;675.0 k;1899;1
257104;K. Bowie;Northampton Town;20;61;ST, RM;Left;Scotland;725.0 k;9999;1
259039;B. Hidalgo;Real Salt Lake;21;61;RB;Left;United States;700.0 k;1999;1
259660;F. Flores;César Vallejo;22;61;CAM;Right;Peru;725.0 k;1499;1
260977;F. Al Ghamdi;Al Ittihad;21;61;CM, RM, LM;Right;Saudi Arabia;725.0 k;5999;1
261251;Santisteban;Sevilla;22;61;ST;Right;Spain;750.0 k;4999;1
261484;A. Louveau;ŁKS Łódź;23;61;CB, CDM;Left;France;675.0 k;1899;1
262141;A. Calut;OH Leuven;20;61;LB, LWB;Left;Belgium;675.0 k;2999;1
262917;M. Dietz;SpVgg Greuther Fürth;21;61;CB;Right;United States;700.0 k;1999;1
263016;Y. Guermouche;Montpellier;22;61;ST;Right;Algeria;750.0 k;4999;1
263077;L. Breunig;Jahn Regensburg;19;61;LB, CB;Left;Germany;675.0 k;1999;1
263402;T. De Percin;Auxerre;22;61;GK;Right;France;650.0 k;1949;1
263655;R. Nyakossi;Olympique de Marseille;19;61;CB;Right;Switzerland;650.0 k;3999;1
263874;M. Cvjetinovic;Ingolstadt;19;61;CB;Left;Germany;650.0 k;1849;1
264269;A. Donnelly;Dundee;20;61;CB;Left;Northern Ireland;675.0 k;6999;1
264335;D. Samek;Lecce;19;61;CDM, CM;Right;Czech Republic;675.0 k;1999;1
266481;R. Cisterna;Ñublense;21;61;CM, CAM;Right;Chile;725.0 k;1999;1
266607;J. Arbio;River Plate;20;61;GK;Right;Uruguay;625.0 k;1499;1
267458;Y. Rocha;Bolívar;20;61;RWB, RB;Right;Bolivia;675.0 k;1499;1
267735;A. Sosa;Patronato;22;61;ST;Right;Argentina;750.0 k;3999;1
267762;Lee Ji Han;Freiburg II;20;61;LM, CF;Left;Korea Republic;725.0 k;1699;1
